Unnamed: 0,Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,principal component 1,principal component 2,principal component 3,class,CoinName
POSQ,Quark,PoS,2716264.95302831,650000000.0,-0.3463615531419611,1.4488721707022845,-0.207409008388433,0,Poseidon Quark
BWS,SHA-256,PoS,57811001.000889,100262205.0,-0.2599039232427513,0.6242952625290917,-0.07112315029774079,0,BitcoinWSpectrum
MUSE,DPoS,PoS,18194936.0,18081806.0,1.0062691776661639,1.748532691832367,-0.021477222415611678,0,Muse
XMN,X16R,PoW,8125865.02097646,22075700.0,-0.1910168265698555,-1.3221884541795375,0.10257156375589245,3,Motion
PLUS1,HMQ1725,PoW,8645406.16776286,21000000.0,-0.14195805123493876,-2.1840776785233755,0.36380351612401585,3,PlusOneCoin
AXE,X11,PoW,4993030.69736615,21000000.0,-0.22072451023597323,-0.9322524725639723,0.07280565951664666,3,Axe
TRVC,X16R,PoW/PoS,36923120.6205934,82546564.0,-0.3554294513628313,0.8307037552802576,-0.45788432930710377,0,Trivechain
DTEM,Quark,PoS,7082392.24744494,21000000.0,-0.3507705793670521,1.4492008143018342,-0.207331851681529,0,Dystem
GIC,Quark,PoW/PoS,5919489.76813523,5151000.0,-0.39344617595387577,1.6700786339882332,-0.5250412917653279,0,Giant
PNY,Scrypt,PoS,1042012.45227735,16880000000.0,-0.1765793927123548,0.7715516692766923,-0.2753355324004272,0,Peony Coin
ABS,Lyra2REv2,PoW/PoS,13332617.9413708,52500000.0,-0.3490665254386756,0.873075945548298,-0.40232298389718846,0,Absolute Coin
VITAE,Quark,PoS,66053877.6256106,100000000.0,-0.3494890809293665,1.4491799814784232,-0.20736212287049716,0,Vitae
HEX,Scrypt,PoW,1416663.06600024,22105263.0,-0.17352754190880734,-1.1517241762701387,-0.03050076673766526,3,HexCoin
TPC,Scrypt,PoW/PoS,5403802.49590733,1000000000.0,-0.3317348971680205,1.0006823578631683,-0.5910628194190137,0,TPCash
WEBC,CryptoNight-V7,PoW,15580199.3087496,1750000000.0,-0.14114184000520105,-2.1849194837785157,0.4536539238616817,3,Webchain
RYO,Cryptonight-GPU,PoW,4890897.0,88188888.0,-0.16179959451632084,-2.2722095061215164,0.4375023712562963,3,Ryo
URALS,XEVAN,PoW,14746153.0962884,210000000.0,-0.1717665640877154,-0.4648005085602532,0.09331105577832605,3,Urals Coin
QWC,CryptoNight Heavy,PoW,99553110528.8022,184470000000.0,3.1077000525948826,-2.2797559042570406,0.2423961697056409,3,Qwertycoin
ARE,X11,PoS,19269509.94,55000000.0,-0.3429535369996496,0.9997785408955772,-0.1699300776366388,0,ARENON
EUNO,X11,PoW/PoS,30771125.9760867,50000000.0,-0.3853973184456345,1.2206550679395938,-0.4876452536598777,0,EUNO
MMO,Scrypt,PoS,107763867.917675,260000000.0,-0.2931843103869712,0.7802324151542752,-0.2732938401035546,0,MMOCoin
KETAN,PoS,PoS,9327131.59708692,210000000.0,-0.3499250809339624,1.5442117482015236,-0.1190037960358077,0,Ketan
PPAI,SHA-256,PoW,2100000000.0,2100000000.0,-0.09810250369646988,-1.3080871576611415,0.17064715711624395,3,Project Pai
XDNA,Keccak,PoW/PoS,4672513.84432375,366000000.0,-0.3466707761257107,1.0644347327801649,-0.4865436935539978,0,XDNA
PAXEX,X11,PoS,4504639.0,100000000.0,-0.34281481482917875,0.9997500649624836,-0.16993060024560774,0,PAXEX
AZART,X11,PoW,5015881.37315389,25000000.0,-0.22069585303576875,-0.9322545451219952,0.07280515135204525,3,Azart
TSC,Scrypt,PoW/PoS,1059954080.43439,18000000000.0,-0.1982353634357831,0.9922028408466209,-0.5935535780139235,0,ThunderStake
KCASH,SHA-512,Zero-Knowledge Proof,1000000000.0,1000000000.0,-0.40479860948659563,3.4236285416996326,0.180025082566744,0,Kcash
XCG,X16R,PoW,9753753.61515394,100000000.0,-0.1904440923814842,-1.3222284235991126,0.10256125520127195,3,Xchange
AAC,ECC 256K1,DPOS,1000000000.0,1000000000.0,-0.34545316531324866,3.537847242557737,13.82628588906644,1,Acute Angle Cloud
CRYP,Equihash,PoW,4235111504.0,7600000000.0,-0.06547010952532517,-1.9100323619794777,0.4907541758432414,3,CrypticCoin
BTXC,XEVAN,PoS,6787405.18013774,50000000.0,-0.2956437817856942,1.4673237673858421,-0.1493927301701665,0,Bettex coin
ACM,Lyra2Z,PoW,13634850.0,84000000.0,-0.14714131786790552,-2.1970221057039145,0.47439603705293487,3,Actinium
BSV,SHA-256,PoW,17992514.6469233,21000000.0,-0.13830830583936823,-1.3077209830133139,0.17162707945169683,3,Bitcoin SV
BITM,XEVAN,Pos,208515864.367343,70000000000.0,0.4400400556942077,1.717416681102213,-0.21679917414643868,0,BitMoney
JMC,X11,PoS,17209923728.3266,0.0,-0.13315582429435563,1.0057116997350215,-0.17586733310565966,0,Junson Ming Chan Coin
FRED,CryptoNight,PoW,1867054873.28397,8080000000.0,0.3867112010050597,-2.318729111140533,0.3722013426414804,3,FREDEnergy
HERB,Quark,PoW/PoS,35312185.7437239,54000000.0,-0.392740238373556,1.670063323186902,-0.5250575644269339,0,HerbCoin
UMO,Blake,PoW,1578281.31341127,105120001.44,-0.14257208069561683,-2.1659483923529264,0.3319817707460405,3,Universal Molecule
LIT,Blake,PoW,15846721.2482747,25228800.0,-0.14296440661718754,-2.1659019399594044,0.33198682870690016,3,Lithium
PIRATE,Equihash,PoS,13475920.0,105000000.0,-0.2929052146791895,0.024459568654052542,0.2504247406750661,0,PirateCash
EXO,Exosis,PoW,406091.925,21000000.0,-0.14640526054615777,-2.224521176297277,0.4308836715090577,3,Exosis
BLTG,Scrypt,PoW,35284717.173946,120000000.0,-0.17241893207668627,-1.1517634586689316,-0.030524720821821286,3,Block-Logic
OWC,Scrypt,PoW/PoS,14777549.3940764,21000000.0,-0.3385657540705046,1.001194757034765,-0.590943621188012,0,Oduwa
BEAM,Equihash,PoW,35687520.0,262800000.0,-0.16886933699505965,-1.9076586675755787,0.49312387345893877,3,Beam
GALI,Quark,PoW/PoS,18265011.2486006,19035999.0,-0.39319672239942427,1.6700756527503418,-0.5250472971026733,0,Galilel
BTH,Equihash,PoW,25150787.5,30886000.0,-0.17064347099957916,-1.9075416678187167,0.4931565213387697,3,Bithereum
CSPN,Quark,PoS,1934701.67524713,13370000.0,-0.35088765018309215,1.4492030145765082,-0.20732911747578994,0,Crypto Sports
CREDIT,Scrypt,PoW/PoS,30825710000.0296,74800000000.0,0.5686715603504359,0.9728848478160875,-0.6109496336923207,0,Credit
SLC,QuBit,PoW,12925790.4226959,100000000.0,-0.1789536095395294,-1.5680625696660555,0.205382354546893,3,SLICE
DASHP,X11,PoS,715659.44237941,19700000.0,-0.34343082668706376,0.9997905277077038,-0.1699192473163634,0,Dash Platinum
NSD,Scrypt,PoW/PoS,20546528.2059957,84000000.0,-0.33804826703697494,1.0011639721277765,-0.5909534951165627,0,Nasdacoin
BEET,XEVAN,PoW/PoS,198938144.363399,500000000.0,-0.33265081409471436,1.6880256965605087,-0.46722727547574544,0,Beetle Coin
TTN,SHA-256D,PoW/PoS,896361168.0,5000000000.0,-0.2943270888791559,1.9550507780542927,-0.7691325377942909,0,Titan Coin
AWR,X11,PoW/PoS,15420234.5389336,420000000.0,-0.38296006457655557,1.2204573576830429,-0.4876862200345282,0,Award
BLAST,SHA-256,PoW,52293836.6277958,64000000.0,-0.13758384657289485,-1.30773156575162,0.1716098410098613,3,BLAST
XRC,X13,PoW,1170292.5,2100000.0,-0.10462428791628224,-0.37043220223095624,-0.08734179926868907,3,Bitcoin Rhodium
GLT,SHA-256,PoW,84613099.9999955,168000000.0,-0.1364508601097318,-1.3077745554781426,0.1715856589021839,3,GlobalToken
INSN,X11,PoW/PoS,23775960.3207514,30000000.0,-0.38562473647183354,1.2206630673110506,-0.4876403335751675,0,Insane Coin
ALX,DPoS,DPoS,1000000000.0,1000000000.0,3.7179591661677893,2.0162344323822916,0.03206302702567263,0,ALAX
LDOGE,Scrypt,PoW/PoS,15318887081.0146,35000000000.0,0.09671245143195793,0.9882586940319567,-0.6006101094110298,0,LiteDoge
SLR,Scrypt,PoW,55565076.3863525,98100000000.0,0.5229434388564556,-1.2027160537673913,-0.042785684348517226,3,SolarCoin
TRK,X11,PoW/PoS,242574105.22384,0.0,-0.38316235338916854,1.2207538219683451,-0.4877122369819714,0,TruckCoin
UFO,NeoScrypt,PoW,3824685012.0,4000000000.0,-0.09691501122922744,-1.6383439709851497,0.20647803303562418,3,UFO Coin
OC,Scrypt,PoW/PoS,3537150.0,200000000.0,-0.33743328207577,1.001097798045392,-0.5909621213010493,0,OrangeCoin
BLC,Blake,PoW,23356790.1494191,7000000000.0,-0.09339040258256072,-2.169526950537754,0.33111192627545966,3,BlakeCoin
BITS,Scrypt,PoW/PoS,20576532.0,54256119.0,-0.3382589167200987,1.001179452275274,-0.5909497855477128,0,BitstarCoin
NEOS,SHA-256,PoS,4392258.24647793,21000000.0,-0.2611193892147453,0.6243181389518646,-0.07109476632697262,0,NeosCoin
HYPER,Scrypt,PoW/PoS,9631199.99309942,0.0,-0.33877766131127185,1.0012039115293245,-0.5909392153157336,0,HyperCoin
PINK,X11,PoW/PoS,436353624.490312,500000000.0,-0.37724581025632903,1.2205603294818659,-0.48784177441706184,0,PinkCoin
CESC,Scrypt,PoW,780210700.0,1000000000.0,-0.1570677006043235,-1.1519652849706878,-0.030892357086964313,3,Crypto Escudo
ADC,Scrypt,PoW/PoS,980732528.97974,10500000000.0,-0.2524123850035893,0.9960763927235365,-0.5925881912146997,0,AudioCoin
NKA,SHA-256,PoW/PoS,17939725045.334,190000000.0,-0.08317636859949441,0.8512605492222767,-0.3950293536770139,0,IncaKoin
PIGGY,X11,PoW/PoS,494240666.028571,1000000000.0,-0.37299080688716557,1.2203201613796393,-0.4879243233490271,0,Piggy Coin
CRW,SHA-256,PoW,22986929.0854247,42000000.0,-0.13809825628775246,-1.3077301896936755,0.17162272611504475,3,Crown Coin
GEN,Scrypt,PoW/PoS,60000000.0,15000000.0,-0.3380553917230007,1.0012134104083108,-0.590958507679552,0,Genstake
SMLY,Scrypt,PoW,29583989322.9213,50000000000.0,0.5427405256007699,-1.1675568998106132,-0.046980269516687684,3,SmileyCoin
MI,Scrypt,PoW/PoS,404316475.545465,400000000.0,-0.33111411465817003,1.0011314352353158,-0.5911257147710428,0,XiaoMiCoin
GRS,Groestl,PoW,73298203.8873662,105000000.0,-0.21293818519724797,-1.0945684025758704,0.17622006637084406,3,Groestlcoin
CPC,X11,PoW/PoS,201364327.427503,208000000.0,-0.3821905740035906,1.2206314863102115,-0.48772400128045124,0,CapriCoin
CLUB,Scrypt,PoW/PoS,103621876.167052,160000000.0,-0.33649333714241025,1.0011529786741462,-0.5909917256710503,0, ClubCoin
RADS,PoS,PoS,3821245.74150193,9000000.0,-0.35141838553800187,1.5443143975036826,-0.11897675399279226,0,Radium
BTA,Scrypt,PoW,5052555.91981545,5000000.0,-0.17360443878381707,-1.151714030957537,-0.03049988466195969,3,Bata
PAK,Scrypt,PoW,69684455.4387001,182000000.0,-0.1715584748992916,-1.1517838895353296,-0.030544369544719178,3,Pakcoin
CRB,X11,Proof of Trust,16901016.6609755,16504333.0,-0.3511400407332219,0.5681443858230747,-0.07800417800869036,0,Creditbit 
OK,SHA-256,PoW/PoS,74676064.9488608,105000000.0,-0.3022130421851625,0.845168567137919,-0.38884139874381285,0,OKCash
LSK,DPoS,DPoS,120012140.0,159918400.0,3.701239749749551,2.0163691067322973,0.032472372163068766,0,Lisk
XHI,Scrypt,PoS,10000244677.7002,10008835635.0,-0.10306757960667014,0.7785598455185778,-0.277933679479586,0,HiCoin
XWC,Scrypt,PoW/PoS,252005564.19257,300000000.0,-0.3336858456866198,1.0011311304707322,-0.5910605425659624,0,WhiteCoin
FSC,NeoScrypt,PoW/PoS,1120385.00502,60168145.0,-0.3368099224864693,0.5153056140750861,-0.3521455003918925,0,FriendshipCoin
J,Multiple,PoW,3332922.5,2800000.0,-0.12734201890107552,-1.8100065446057039,0.39206964045159776,3,JoinCoin
TRI,X13,PoW/PoS,140777.753365,120000.0,-0.26984465543188263,1.7824822432887228,-0.647779568448562,0,Triangles Coin
VOLLAR,Equihash+Scrypt,PoW,100000000.0,2100000000.0,-0.11357839291813378,-2.1750248645420043,0.32850968283513526,3,Vollar
EOS,DPoS,DPoS,1020544523.0722,0.0,3.711115909410265,2.0167615905667855,0.03218098904104011,0,EOS
RCC,Ethash,PoW,24487944.0958204,24487944.0,-0.15130834380347932,-2.0314104175111467,0.373543821483545,3,Reality Clash
OXY,DPoS,DPoS,1122382283.37,0.0,3.7123610665448408,2.0167965692517558,0.03214577587841291,0,Oxycoin
TCH,SHA-256,PoS,1000000000.0,1000000000.0,-0.24200075352517747,0.6241509254048301,-0.0715614641150516,0,TigerCash
WAVES,Leased POS,LPoS,100000000.0,100000000.0,-0.3843577284073864,2.9357084752356037,11.705295178133296,1,Waves
PART,PoS,PoS,9283137.5558676,8634140.0,-0.3513541992688366,1.5443164638092355,-0.118978596833166,0,Particl
BTT,TRC10,DPoS,989988713439.649,990000000000.0,34.076221073204465,1.7008930937013766,-0.8663543868825475,2,BitTorrent
NXT,PoS,PoS/LPoS,1000000000.0,1000000000.0,-0.35728373488276227,1.8165070799263503,-0.1809291232628451,0,Nxt
ZEPH,SHA-256,DPoS,1999999995.3056,2000000000.0,2.4700399825546624,0.891849511074322,-0.01802976748011271,0,ZEPHYR
GAP,Scrypt,PoW/PoS,14931046.1546605,250000000.0,-0.3369392477806236,1.0010757064763038,-0.5909723143411267,0,Gapcoin
BDX,CryptoNight,PoW,980222595.0,1400222610.0,0.3284786573731616,-2.315559552185839,0.37334340088351475,3,Beldex
ZEN,Equihash,PoW,7296537.5,21000000.0,-0.17093190835934338,-1.907542658575231,0.49316393132996494,3,Horizen
XBC,Scrypt,PoS,128326.99633965,1000000.0,-0.2963378193003889,0.7803301514094431,-0.2732242301486498,0,BitcoinPlus
